system:index,date,precipitation,.geo
20190101,2019-01-01,7.171876493880932,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190102,2019-01-02,4.514489142647589,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190103,2019-01-03,4.653380492875886,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190104,2019-01-04,9.127961326891349,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190105,2019-01-05,7.8034221708918805,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190106,2019-01-06,8.330954629746467,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190107,2019-01-07,8.779918129349326,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190108,2019-01-08,10.50367233429331,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190109,2019-01-09,9.485288513423358,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190110,2019-01-10,9.883340463289718,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190111,2019-01-11,10.615034566404397,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190112,2019-01-12,7.924001478162636,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190113,2019-01-13,12.006651515616099,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190114,2019-01-14,12.17586118930059,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190115,2019-01-15,7.175815319675423,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190116,2019-01-16,7.040817236957088,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190117,2019-01-17,9.708810149918925,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190118,2019-01-18,9.375525557982202,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190119,2019-01-19,11.613903130143564,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190120,2019-01-20,8.708592172251223,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190121,2019-01-21,11.34906915640804,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190122,2019-01-22,12.752435389965829,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190123,2019-01-23,10.10776346842235,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190124,2019-01-24,6.84015020386348,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190125,2019-01-25,3.222618001986946,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190126,2019-01-26,5.616094025725725,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190127,2019-01-27,6.0585538162402175,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190128,2019-01-28,7.510252925424397,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190129,2019-01-29,10.148592862220752,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190130,2019-01-30,8.385397046169022,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190131,2019-01-31,10.677251166694468,"{""type"":""MultiPoint"",""coordinates"":[]}"
