system:index,date,precipitation,.geo
20230601,2023-06-01,2.466333518028643,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230602,2023-06-02,1.1248805858036404,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230603,2023-06-03,4.099251392958563,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230604,2023-06-04,4.836483554612487,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230605,2023-06-05,3.8968702994556406,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230606,2023-06-06,4.294326711292559,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230607,2023-06-07,4.503405203382676,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230608,2023-06-08,5.73917640735356,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230609,2023-06-09,3.3056054406102833,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230610,2023-06-10,4.246353538640375,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230611,2023-06-11,3.4952720495511147,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230612,2023-06-12,3.819602515874408,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230613,2023-06-13,6.10802064622091,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230614,2023-06-14,2.972140256611019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230615,2023-06-15,1.365304790324664,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230616,2023-06-16,0.8673312610031573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230617,2023-06-17,2.023802185339773,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230618,2023-06-18,1.7623413264063956,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230619,2023-06-19,2.5174901248804975,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230620,2023-06-20,2.237829259361734,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230621,2023-06-21,1.4316801459785442,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230622,2023-06-22,1.4642223068732716,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230623,2023-06-23,2.8537750465345852,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230624,2023-06-24,1.2460027473728548,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230625,2023-06-25,2.1853887584443177,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230626,2023-06-26,2.2964235010540075,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230627,2023-06-27,3.0426567824901123,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230628,2023-06-28,1.3755007424976673,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230629,2023-06-29,2.1263581377156457,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230630,2023-06-30,2.0129811418876216,"{""type"":""MultiPoint"",""coordinates"":[]}"
